,Section,Instruction Mode,Class No,Enroll Stat,Open Seats,Wait List,Hour
2272036,011 (DIS),In Person,22551,Open,16,-1,2021-11-23 17:00:00
2272037,012 (DIS),In Person,23854,Open,21,-1,2021-11-23 17:00:00
2272038,013 (DIS),In Person,23855,Open,19,-1,2021-11-23 17:00:00
2272039,014 (DIS),In Person,26935,Open,14,-1,2021-11-23 17:00:00
2272040,015 (DIS),In Person,26936,Open,25,-1,2021-11-23 17:00:00
2272041,016 (DIS),In Person,26937,Open,20,-1,2021-11-23 17:00:00
2279014,001 (LEC),In Person,26932,Open,55,-1,2021-11-23 18:00:00
2279015,002 (LEC),In Person,24565,Open,56,-1,2021-11-23 18:00:00
2279016,011 (DIS),In Person,22551,Open,15,-1,2021-11-23 18:00:00
2279017,012 (DIS),In Person,23854,Open,20,-1,2021-11-23 18:00:00
2279018,013 (DIS),In Person,23855,Open,17,-1,2021-11-23 18:00:00
2279019,014 (DIS),In Person,26935,Open,14,-1,2021-11-23 18:00:00
2279020,015 (DIS),In Person,26936,Open,25,-1,2021-11-23 18:00:00
2279021,016 (DIS),In Person,26937,Open,20,-1,2021-11-23 18:00:00
2293751,001 (LEC),In Person,26932,Open,54,-1,2021-11-23 19:00:00
2293752,002 (LEC),In Person,24565,Open,55,-1,2021-11-23 19:00:00
2293753,011 (DIS),In Person,22551,Open,15,-1,2021-11-23 19:00:00
2293754,012 (DIS),In Person,23854,Open,20,-1,2021-11-23 19:00:00
2293755,013 (DIS),In Person,23855,Open,16,-1,2021-11-23 19:00:00
2293756,014 (DIS),In Person,26935,Open,14,-1,2021-11-23 19:00:00
2293757,015 (DIS),In Person,26936,Open,25,-1,2021-11-23 19:00:00
2293758,016 (DIS),In Person,26937,Open,19,-1,2021-11-23 19:00:00
2306811,001 (LEC),In Person,26932,Open,50,-1,2021-11-23 20:00:00
2306812,002 (LEC),In Person,24565,Open,55,-1,2021-11-23 20:00:00
2306813,011 (DIS),In Person,22551,Open,14,-1,2021-11-23 20:00:00
2306814,012 (DIS),In Person,23854,Open,20,-1,2021-11-23 20:00:00
2306815,013 (DIS),In Person,23855,Open,13,-1,2021-11-23 20:00:00
2306816,014 (DIS),In Person,26935,Open,14,-1,2021-11-23 20:00:00
2306817,015 (DIS),In Person,26936,Open,25,-1,2021-11-23 20:00:00
2306818,016 (DIS),In Person,26937,Open,19,-1,2021-11-23 20:00:00
2325094,001 (LEC),In Person,26932,Open,47,-1,2021-11-23 21:00:00
2325095,002 (LEC),In Person,24565,Open,53,-1,2021-11-23 21:00:00
2325096,011 (DIS),In Person,22551,Open,14,-1,2021-11-23 21:00:00
2325097,012 (DIS),In Person,23854,Open,19,-1,2021-11-23 21:00:00
2325098,013 (DIS),In Person,23855,Open,12,-1,2021-11-23 21:00:00
2325099,014 (DIS),In Person,26935,Open,14,-1,2021-11-23 21:00:00
2325100,015 (DIS),In Person,26936,Open,23,-1,2021-11-23 21:00:00
2325101,016 (DIS),In Person,26937,Open,18,-1,2021-11-23 21:00:00
2332115,001 (LEC),In Person,26932,Open,47,-1,2021-11-23 22:00:00
2332116,002 (LEC),In Person,24565,Open,51,-1,2021-11-23 22:00:00
2332117,011 (DIS),In Person,22551,Open,14,-1,2021-11-23 22:00:00
2332118,012 (DIS),In Person,23854,Open,18,-1,2021-11-23 22:00:00
2332119,013 (DIS),In Person,23855,Open,12,-1,2021-11-23 22:00:00
2332120,014 (DIS),In Person,26935,Open,14,-1,2021-11-23 22:00:00
2332121,015 (DIS),In Person,26936,Open,23,-1,2021-11-23 22:00:00
2332122,016 (DIS),In Person,26937,Open,17,-1,2021-11-23 22:00:00
2346449,001 (LEC),In Person,26932,Open,46,-1,2021-11-23 23:00:00
2346450,002 (LEC),In Person,24565,Open,50,-1,2021-11-23 23:00:00
2346451,011 (DIS),In Person,22551,Open,13,-1,2021-11-23 23:00:00
2346452,012 (DIS),In Person,23854,Open,18,-1,2021-11-23 23:00:00
2346453,013 (DIS),In Person,23855,Open,12,-1,2021-11-23 23:00:00
2346454,014 (DIS),In Person,26935,Open,14,-1,2021-11-23 23:00:00
2346455,015 (DIS),In Person,26936,Open,23,-1,2021-11-23 23:00:00
2346456,016 (DIS),In Person,26937,Open,16,-1,2021-11-23 23:00:00
2366392,001 (LEC),In Person,26932,Open,46,-1,2021-11-24 00:00:00
2366393,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 00:00:00
2366394,011 (DIS),In Person,22551,Open,13,-1,2021-11-24 00:00:00
2366395,012 (DIS),In Person,23854,Open,18,-1,2021-11-24 00:00:00
2366396,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 00:00:00
2366397,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 00:00:00
2366398,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 00:00:00
2366399,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 00:00:00
2379593,001 (LEC),In Person,26932,Open,45,-1,2021-11-24 01:00:00
2379594,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 01:00:00
2379595,011 (DIS),In Person,22551,Open,13,-1,2021-11-24 01:00:00
2379596,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 01:00:00
2379597,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 01:00:00
2379598,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 01:00:00
2379599,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 01:00:00
2379600,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 01:00:00
2387786,001 (LEC),In Person,26932,Open,45,-1,2021-11-24 02:00:00
2387787,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 02:00:00
2387788,011 (DIS),In Person,22551,Open,13,-1,2021-11-24 02:00:00
2387789,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 02:00:00
2387790,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 02:00:00
2387791,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 02:00:00
2387792,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 02:00:00
2387793,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 02:00:00
2403689,001 (LEC),In Person,26932,Open,45,-1,2021-11-24 03:00:00
2403690,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 03:00:00
2403691,011 (DIS),In Person,22551,Open,13,-1,2021-11-24 03:00:00
2403692,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 03:00:00
2403693,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 03:00:00
2403694,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 03:00:00
2403695,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 03:00:00
2403696,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 03:00:00
2415254,001 (LEC),In Person,26932,Open,45,-1,2021-11-24 04:00:00
2415255,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 04:00:00
2415256,011 (DIS),In Person,22551,Open,13,-1,2021-11-24 04:00:00
2415257,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 04:00:00
2415258,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 04:00:00
2415259,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 04:00:00
2415260,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 04:00:00
2415261,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 04:00:00
2427337,001 (LEC),In Person,26932,Open,45,-1,2021-11-24 06:00:00
2427338,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 06:00:00
2427339,011 (DIS),In Person,22551,Open,13,-1,2021-11-24 06:00:00
2427340,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 06:00:00
2427341,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 06:00:00
2427342,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 06:00:00
2427343,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 06:00:00
2427344,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 06:00:00
2440490,001 (LEC),In Person,26932,Open,44,-1,2021-11-24 07:00:00
2440491,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 07:00:00
2440492,011 (DIS),In Person,22551,Open,12,-1,2021-11-24 07:00:00
2440493,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 07:00:00
2440494,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 07:00:00
2440495,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 07:00:00
2440496,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 07:00:00
2440497,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 07:00:00
2458651,001 (LEC),In Person,26932,Open,44,-1,2021-11-24 08:00:00
2458652,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 08:00:00
2458653,011 (DIS),In Person,22551,Open,12,-1,2021-11-24 08:00:00
2458654,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 08:00:00
2458655,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 08:00:00
2458656,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 08:00:00
2458657,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 08:00:00
2458658,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 08:00:00
2471599,001 (LEC),In Person,26932,Open,44,-1,2021-11-24 09:00:00
2471600,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 09:00:00
2471601,011 (DIS),In Person,22551,Open,12,-1,2021-11-24 09:00:00
2471602,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 09:00:00
2471603,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 09:00:00
2471604,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 09:00:00
2471605,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 09:00:00
2471606,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 09:00:00
2482074,001 (LEC),In Person,26932,Open,44,-1,2021-11-24 10:00:00
2482075,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 10:00:00
2482076,011 (DIS),In Person,22551,Open,12,-1,2021-11-24 10:00:00
2482077,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 10:00:00
2482078,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 10:00:00
2482079,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 10:00:00
2482080,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 10:00:00
2482081,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 10:00:00
2498775,001 (LEC),In Person,26932,Open,44,-1,2021-11-24 11:00:00
2498776,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 11:00:00
2498777,011 (DIS),In Person,22551,Open,12,-1,2021-11-24 11:00:00
2498778,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 11:00:00
2498779,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 11:00:00
2498780,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 11:00:00
2498781,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 11:00:00
2498782,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 11:00:00
2512866,001 (LEC),In Person,26932,Open,44,-1,2021-11-24 12:00:00
2512867,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 12:00:00
2512868,011 (DIS),In Person,22551,Open,12,-1,2021-11-24 12:00:00
2512869,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 12:00:00
2512870,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 12:00:00
2512871,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 12:00:00
2512872,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 12:00:00
2512873,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 12:00:00
2519861,001 (LEC),In Person,26932,Open,44,-1,2021-11-24 13:00:00
2519862,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 13:00:00
2519863,011 (DIS),In Person,22551,Open,12,-1,2021-11-24 13:00:00
2519864,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 13:00:00
2519865,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 13:00:00
2519866,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 13:00:00
2519867,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 13:00:00
2519868,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 13:00:00
2538614,001 (LEC),In Person,26932,Open,44,-1,2021-11-24 14:00:00
2538615,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 14:00:00
2538616,011 (DIS),In Person,22551,Open,12,-1,2021-11-24 14:00:00
2538617,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 14:00:00
2538618,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 14:00:00
2538619,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 14:00:00
2538620,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 14:00:00
2538621,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 14:00:00
2551191,001 (LEC),In Person,26932,Open,44,-1,2021-11-24 15:00:00
2551192,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 15:00:00
2551193,011 (DIS),In Person,22551,Open,12,-1,2021-11-24 15:00:00
2551194,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 15:00:00
2551195,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 15:00:00
2551196,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 15:00:00
2551197,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 15:00:00
2551198,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 15:00:00
2563026,001 (LEC),In Person,26932,Open,44,-1,2021-11-24 16:00:00
2563027,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 16:00:00
2563028,011 (DIS),In Person,22551,Open,12,-1,2021-11-24 16:00:00
2563029,012 (DIS),In Person,23854,Open,17,-1,2021-11-24 16:00:00
2563030,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 16:00:00
2563031,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 16:00:00
2563032,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 16:00:00
2563033,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 16:00:00
2574522,001 (LEC),In Person,26932,Open,45,-1,2021-11-24 17:00:00
2574523,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 17:00:00
2574524,011 (DIS),In Person,22551,Open,12,-1,2021-11-24 17:00:00
2574525,012 (DIS),In Person,23854,Open,18,-1,2021-11-24 17:00:00
2574526,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 17:00:00
2574527,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 17:00:00
2574528,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 17:00:00
2574529,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 17:00:00
2592258,001 (LEC),In Person,26932,Open,45,-1,2021-11-24 18:00:00
2592259,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 18:00:00
2592260,011 (DIS),In Person,22551,Open,12,-1,2021-11-24 18:00:00
2592261,012 (DIS),In Person,23854,Open,18,-1,2021-11-24 18:00:00
2592262,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 18:00:00
2592263,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 18:00:00
2592264,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 18:00:00
2592265,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 18:00:00
2605168,001 (LEC),In Person,26932,Open,45,-1,2021-11-24 19:00:00
2605169,002 (LEC),In Person,24565,Open,50,-1,2021-11-24 19:00:00
2605170,011 (DIS),In Person,22551,Open,12,-1,2021-11-24 19:00:00
2605171,012 (DIS),In Person,23854,Open,18,-1,2021-11-24 19:00:00
2605172,013 (DIS),In Person,23855,Open,12,-1,2021-11-24 19:00:00
2605173,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 19:00:00
2605174,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 19:00:00
2605175,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 19:00:00
2617775,001 (LEC),In Person,26932,Open,47,-1,2021-11-24 20:00:00
2617776,002 (LEC),In Person,24565,Open,51,-1,2021-11-24 20:00:00
2617777,011 (DIS),In Person,22551,Open,13,-1,2021-11-24 20:00:00
2617778,012 (DIS),In Person,23854,Open,19,-1,2021-11-24 20:00:00
2617779,013 (DIS),In Person,23855,Open,13,-1,2021-11-24 20:00:00
2617780,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 20:00:00
2617781,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 20:00:00
2617782,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 20:00:00
2629563,001 (LEC),In Person,26932,Open,47,-1,2021-11-24 22:00:00
2629564,002 (LEC),In Person,24565,Open,51,-1,2021-11-24 22:00:00
2629565,011 (DIS),In Person,22551,Open,13,-1,2021-11-24 22:00:00
2629566,012 (DIS),In Person,23854,Open,19,-1,2021-11-24 22:00:00
2629567,013 (DIS),In Person,23855,Open,13,-1,2021-11-24 22:00:00
2629568,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 22:00:00
2629569,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 22:00:00
2629570,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 22:00:00
2645457,001 (LEC),In Person,26932,Open,48,-1,2021-11-24 23:00:00
2645458,002 (LEC),In Person,24565,Open,51,-1,2021-11-24 23:00:00
2645459,011 (DIS),In Person,22551,Open,13,-1,2021-11-24 23:00:00
2645460,012 (DIS),In Person,23854,Open,20,-1,2021-11-24 23:00:00
2645461,013 (DIS),In Person,23855,Open,13,-1,2021-11-24 23:00:00
2645462,014 (DIS),In Person,26935,Open,14,-1,2021-11-24 23:00:00
2645463,015 (DIS),In Person,26936,Open,23,-1,2021-11-24 23:00:00
2645464,016 (DIS),In Person,26937,Open,16,-1,2021-11-24 23:00:00
2656423,001 (LEC),In Person,26932,Open,48,-1,2021-11-25 00:00:00
2656424,002 (LEC),In Person,24565,Open,51,-1,2021-11-25 00:00:00
2656425,011 (DIS),In Person,22551,Open,13,-1,2021-11-25 00:00:00
2656426,012 (DIS),In Person,23854,Open,20,-1,2021-11-25 00:00:00
2656427,013 (DIS),In Person,23855,Open,13,-1,2021-11-25 00:00:00
2656428,014 (DIS),In Person,26935,Open,14,-1,2021-11-25 00:00:00
2656429,015 (DIS),In Person,26936,Open,23,-1,2021-11-25 00:00:00
2656430,016 (DIS),In Person,26937,Open,16,-1,2021-11-25 00:00:00
2673618,001 (LEC),In Person,26932,Open,48,-1,2021-11-25 01:00:00
2673619,002 (LEC),In Person,24565,Open,51,-1,2021-11-25 01:00:00
2673620,011 (DIS),In Person,22551,Open,13,-1,2021-11-25 01:00:00
2673621,012 (DIS),In Person,23854,Open,20,-1,2021-11-25 01:00:00
2673622,013 (DIS),In Person,23855,Open,13,-1,2021-11-25 01:00:00
2673623,014 (DIS),In Person,26935,Open,14,-1,2021-11-25 01:00:00
2673624,015 (DIS),In Person,26936,Open,23,-1,2021-11-25 01:00:00
2673625,016 (DIS),In Person,26937,Open,16,-1,2021-11-25 01:00:00
2681805,001 (LEC),In Person,26932,Open,48,-1,2021-11-25 02:00:00
2681806,002 (LEC),In Person,24565,Open,50,-1,2021-11-25 02:00:00
2681807,011 (DIS),In Person,22551,Open,13,-1,2021-11-25 02:00:00
2681808,012 (DIS),In Person,23854,Open,20,-1,2021-11-25 02:00:00
2681809,013 (DIS),In Person,23855,Open,13,-1,2021-11-25 02:00:00
2681810,014 (DIS),In Person,26935,Open,13,-1,2021-11-25 02:00:00
2681811,015 (DIS),In Person,26936,Open,23,-1,2021-11-25 02:00:00
2681812,016 (DIS),In Person,26937,Open,16,-1,2021-11-25 02:00:00
2695151,001 (LEC),In Person,26932,Open,48,-1,2021-11-25 03:00:00
2695152,002 (LEC),In Person,24565,Open,50,-1,2021-11-25 03:00:00
2695153,011 (DIS),In Person,22551,Open,13,-1,2021-11-25 03:00:00
2695154,012 (DIS),In Person,23854,Open,20,-1,2021-11-25 03:00:00
2695155,013 (DIS),In Person,23855,Open,13,-1,2021-11-25 03:00:00
2695156,014 (DIS),In Person,26935,Open,13,-1,2021-11-25 03:00:00
2695157,015 (DIS),In Person,26936,Open,23,-1,2021-11-25 03:00:00
2695158,016 (DIS),In Person,26937,Open,16,-1,2021-11-25 03:00:00
2708892,001 (LEC),In Person,26932,Open,48,-1,2021-11-25 04:00:00
2708893,002 (LEC),In Person,24565,Open,50,-1,2021-11-25 04:00:00
2708894,011 (DIS),In Person,22551,Open,13,-1,2021-11-25 04:00:00
2708895,012 (DIS),In Person,23854,Open,20,-1,2021-11-25 04:00:00
2708896,013 (DIS),In Person,23855,Open,13,-1,2021-11-25 04:00:00
2708897,014 (DIS),In Person,26935,Open,13,-1,2021-11-25 04:00:00
2708898,015 (DIS),In Person,26936,Open,23,-1,2021-11-25 04:00:00
2708899,016 (DIS),In Person,26937,Open,16,-1,2021-11-25 04:00:00
2720213,001 (LEC),In Person,26932,Open,48,-1,2021-11-25 05:00:00
2720214,002 (LEC),In Person,24565,Open,50,-1,2021-11-25 05:00:00
2720215,011 (DIS),In Person,22551,Open,13,-1,2021-11-25 05:00:00
2720216,012 (DIS),In Person,23854,Open,20,-1,2021-11-25 05:00:00
2720217,013 (DIS),In Person,23855,Open,13,-1,2021-11-25 05:00:00
2720218,014 (DIS),In Person,26935,Open,13,-1,2021-11-25 05:00:00
2720219,015 (DIS),In Person,26936,Open,23,-1,2021-11-25 05:00:00
2720220,016 (DIS),In Person,26937,Open,16,-1,2021-11-25 05:00:00
2736132,001 (LEC),In Person,26932,Open,49,-1,2021-11-25 07:00:00
2736133,002 (LEC),In Person,24565,Open,51,-1,2021-11-25 07:00:00
2736134,011 (DIS),In Person,22551,Open,13,-1,2021-11-25 07:00:00
2736135,012 (DIS),In Person,23854,Open,20,-1,2021-11-25 07:00:00
2736136,013 (DIS),In Person,23855,Open,13,-1,2021-11-25 07:00:00
2736137,014 (DIS),In Person,26935,Open,14,-1,2021-11-25 07:00:00
2736138,015 (DIS),In Person,26936,Open,23,-1,2021-11-25 07:00:00
2736139,016 (DIS),In Person,26937,Open,17,-1,2021-11-25 07:00:00
2750374,001 (LEC),In Person,26932,Open,49,-1,2021-11-25 08:00:00
2750375,002 (LEC),In Person,24565,Open,52,-1,2021-11-25 08:00:00
2750376,011 (DIS),In Person,22551,Open,14,-1,2021-11-25 08:00:00
2750377,012 (DIS),In Person,23854,Open,20,-1,2021-11-25 08:00:00
2750378,013 (DIS),In Person,23855,Open,13,-1,2021-11-25 08:00:00
2750379,014 (DIS),In Person,26935,Open,14,-1,2021-11-25 08:00:00
2750380,015 (DIS),In Person,26936,Open,23,-1,2021-11-25 08:00:00
2750381,016 (DIS),In Person,26937,Open,17,-1,2021-11-25 08:00:00
2766102,001 (LEC),In Person,26932,Open,49,-1,2021-11-25 09:00:00
2766103,002 (LEC),In Person,24565,Open,52,-1,2021-11-25 09:00:00
2766104,011 (DIS),In Person,22551,Open,14,-1,2021-11-25 09:00:00
2766105,012 (DIS),In Person,23854,Open,20,-1,2021-11-25 09:00:00
2766106,013 (DIS),In Person,23855,Open,13,-1,2021-11-25 09:00:00
2766107,014 (DIS),In Person,26935,Open,14,-1,2021-11-25 09:00:00
2766108,015 (DIS),In Person,26936,Open,23,-1,2021-11-25 09:00:00
2766109,016 (DIS),In Person,26937,Open,17,-1,2021-11-25 09:00:00
2776112,001 (LEC),In Person,26932,Open,49,-1,2021-11-25 10:00:00
2776113,002 (LEC),In Person,24565,Open,52,-1,2021-11-25 10:00:00
2776114,011 (DIS),In Person,22551,Open,14,-1,2021-11-25 10:00:00
2776115,012 (DIS),In Person,23854,Open,20,-1,2021-11-25 10:00:00
2776116,013 (DIS),In Person,23855,Open,13,-1,2021-11-25 10:00:00
2776117,014 (DIS),In Person,26935,Open,14,-1,2021-11-25 10:00:00
2776118,015 (DIS),In Person,26936,Open,23,-1,2021-11-25 10:00:00
2776119,016 (DIS),In Person,26937,Open,17,-1,2021-11-25 10:00:00
2788416,001 (LEC),In Person,26932,Open,49,-1,2021-11-25 11:00:00
2788417,002 (LEC),In Person,24565,Open,52,-1,2021-11-25 11:00:00
2788418,011 (DIS),In Person,22551,Open,14,-1,2021-11-25 11:00:00
2788419,012 (DIS),In Person,23854,Open,20,-1,2021-11-25 11:00:00
2788420,013 (DIS),In Person,23855,Open,13,-1,2021-11-25 11:00:00
2788421,014 (DIS),In Person,26935,Open,14,-1,2021-11-25 11:00:00
2788422,015 (DIS),In Person,26936,Open,23,-1,2021-11-25 11:00:00
2788423,016 (DIS),In Person,26937,Open,17,-1,2021-11-25 11:00:00
2801368,001 (LEC),In Person,26932,Open,49,-1,2021-11-25 13:00:00
2801369,002 (LEC),In Person,24565,Open,52,-1,2021-11-25 13:00:00
2801370,011 (DIS),In Person,22551,Open,14,-1,2021-11-25 13:00:00
2801371,012 (DIS),In Person,23854,Open,20,-1,2021-11-25 13:00:00
2801372,013 (DIS),In Person,23855,Open,13,-1,2021-11-25 13:00:00
2801373,014 (DIS),In Person,26935,Open,14,-1,2021-11-25 13:00:00
2801374,015 (DIS),In Person,26936,Open,23,-1,2021-11-25 13:00:00
2801375,016 (DIS),In Person,26937,Open,17,-1,2021-11-25 13:00:00
2816098,001 (LEC),In Person,26932,Open,49,-1,2021-11-25 14:00:00
2816099,002 (LEC),In Person,24565,Open,52,-1,2021-11-25 14:00:00
2816100,011 (DIS),In Person,22551,Open,14,-1,2021-11-25 14:00:00
2816101,012 (DIS),In Person,23854,Open,20,-1,2021-11-25 14:00:00
2816102,013 (DIS),In Person,23855,Open,13,-1,2021-11-25 14:00:00
2816103,014 (DIS),In Person,26935,Open,14,-1,2021-11-25 14:00:00
2816104,015 (DIS),In Person,26936,Open,23,-1,2021-11-25 14:00:00
2816105,016 (DIS),In Person,26937,Open,17,-1,2021-11-25 14:00:00
2834609,001 (LEC),In Person,26932,Open,49,-1,2021-11-25 15:00:00
2834610,002 (LEC),In Person,24565,Open,52,-1,2021-11-25 15:00:00
